race_entry_suitability_aggregate_id,race_entry_context_adjusted_performance_id,race_entry_context_adjustment_id,race_entry_context_parameter_selection_id,race_entry_context_eligibility_id,race_entry_performance_context_id,race_entry_id,race_id,race_date,runner_id,canonical_horse_id,canonical_horse_name,historical_rating_value,context_parameter_id,total_context_adjustment,context_adjusted_performance_value,distance_suitability_value,class_suitability_value,track_suitability_value,track_configuration_suitability_value,track_condition_suitability_value,surface_suitability_value,barrier_suitability_value,weight_suitability_value,field_size_suitability_value,suitability_component_count,aggregate_suitability_value,suitability_aggregate_decision,race_entry_suitability_aggregate_status,source_adjusted_performance_evidence_sha256,source_component_evidence_set_sha256,race_entry_suitability_aggregate_evidence_sha256,source_adjusted_performance_builder_version,source_component_builder_version,builder_version,contract_version,built_at_utc
RESA-CUR-C7B3BFA5CC8003D7D37DD045,,,,,,99568937700,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5295924,RCOM_HORSE_5295924,MIDNIGHT DEVIL,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,54.6,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,8f136c8f8c24744c2ae4f6edc14e213a4c2096bbbf3a449d7e00e8920a252756,b9ec4b87619d795498072a2a0055c6c30a59105ff94831f37c262e43e14cfc51,b6fe95e130bbf010fc5bf05d1190f69724fb989bd452811d5a90f2704e7fd6c5,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-71E04CD422928EA66A5B52E2,,,,,,99515208660,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5251869,RCOM_HORSE_5251869,MAGIC DRUM,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,-8.0,,,,,,,,,,1,58.1,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,a1ad4548a67cb47d41697498733507e3e80231fb6343d75012af9d0eea46fed7,9ec0caf15129c5dd96f87c92b490ed8b3fca6adc182eb247161a669f721baab9,ec1d9bd94a05a944f805aa3ddb66bf5abc9e3b4b0f022dfe2e076fe7b817c293,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-9A9B89B39DE5AA0AE3603468,,,,,,99549884400,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5320996,RCOM_HORSE_5320996,RUBY AVENUE,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,55.3,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,fc1c1f67537858b9dcf8372ab43bad31392e8bf3eac2e8ca10794fb556c3ec73,b69677ed393f2f5a1ce615b86473aead198287fb50674d2fef5344a968f1c009,53e88da3535c0f6bde2d28e8f4887d566ce0358da94e9fd22b74adbb3213feb1,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-BD7B15DE42D819DB33B03C2B,,,,,,99542680860,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5307301,RCOM_HORSE_5307301,FLYING MEAN,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,56.9,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,53ac2f3b5ab31403e8d69865a575fab840f6f80cc4369d91ebf679fc60ee0454,24fe37dfb7d1b220b29f93df00909784d7fba30cb3b3b8e3e55e6da0e66e8508,f76245b6c934908e93f82d0d6f316a831c9ba2f476fb5d1ed5e72fd4d3003ab8,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-DE1F085239AE817622D7523B,,,,,,99529254930,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5295084,RCOM_HORSE_5295084,IRRESISTIBLE SIR,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,56.3,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,923a41cd81f5030c3647a2eeb19a4d90f6d8e42374a5d1a2227854ebe45f9d81,49982023fd2a6e4cdd68bfaa54edade7a210643e649162846bfc9f648b6f29d3,fbb8c89b3587e7be2a8ae4cd002cd2bdbf6a03b3b666e57356c29037fc5b80c3,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-1095313BED308CB635368385,,,,,,99568184430,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5324037,RCOM_HORSE_5324037,RASP,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,-8.0,,,,,,,,,,1,57.6,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,e0fd00447671f22cb41fbd415c1895a0f8993df8ce48e8e5745713f1376c1845,bab6aea92a99c57b5594a864502430c42c07dc388437921fd69ece35304842a5,fe3c82447272f86a2727f28298ab73ddd43b12e6286f296a95a289735f6bcdc6,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-99ACB6B58C5C66A7268C34E7,,,,,,99554973720,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5306926,RCOM_HORSE_5306926,SHUBAEL,2.1,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,2.1,,,,,,,,,,1,49.9,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,afcc49b90275ed66029ffafb9ab2d06bd5d49dfa00bc1ac850a9e6ffb5ed04ba,79f60d9615dc79cbee89fb4fa615f6dde4cc51379ab7de1703190cb9c7a0f40d,8ebcfcd1516069d770fe2f42a24886d887d7173ea74afd09f27b744e43f404d0,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-660385CC198AD2F51821850B,,,,,,99515474520,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5315122,RCOM_HORSE_5315122,NEARING LIBERTY,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,-8.0,,,,,,,,,,1,57.4,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,15c6a6868f7c4d93f85bfd8e5d970770343dcc66245b6deacbee362fe250c052,ae714b871ab4df01bae9fd27e05713c395def19f157a06a93d33cfcd79f50dec,5302cbc841dcdc95a480314494076b1a16f1b7e6cd22d1afd476911488ec89cf,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-A20D4807993D42D94EFAD0B5,,,,,,99564633300,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5329294,RCOM_HORSE_5329294,ZORRO’S FLIGHT,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,59.5,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,385e4fcc62343ec1c207d03ff4d4fc2ad26b71c7c9640811c61b01ff835924b1,4a222c52e196f98b3b008bedcd0631cd42d86f6fc9035fe0b3959bfe38c84a1a,93a364ac85ee8537ec50e8e8a0b6832a0f19a270318fd41c1b8e608ffe0966b2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-08F6B7CFC46D16293A2AE366,,,,,,99558391920,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5322261,RCOM_HORSE_5322261,ASEVENTY SEVEN (NZ),8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,58.5,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,302cdad4f915609fadff44cc6256692eeaf0aeb66fd049780a3c808c1484115f,c7324fc600437fde986a801008cd2aa84b2f845261c4ca13a82f09e9c2ff6b67,6ecf2d082da470a9d6bc5ec29d97305f9dcace9fa3ba069e8015c5cf1b4ca560,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-0DAF560CEBC7C1F0B8B59829,,,,,,99476412090,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5308211,RCOM_HORSE_5308211,CEREMONIOUS (NZ),-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,-8.0,,,,,,,,,,1,51.6,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,d64610e752805a19d9aa45cc2d6a32c37edaa974586305e1f4a5e7e0b9e8faae,4b6b4313aa4e69ec2aee22c66d3a437868391c0150cd0ce5110c7791c153e63b,3d406be8c28e6fe0630aeb059c15e305a1c8ba59348296a3ab65afd5804cf828,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-5AB8F72ADD73C9A0324A720C,,,,,,99537287700,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5337325,RCOM_HORSE_5337325,ENCHANTED JENNI (NZ),8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,60.0,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,bb2193a2cf27ea93eea8085c9b9d90f89e88cd93af02a92b558fef66b4e1c87e,52755b7614129538f84d05c2e3929bcc07f98bafc5e762b4bbde38b3a19d7aa6,5c2476533428c85bfb6dee184fbe4e258a4cc95e98259b1ef4de0466d07b6242,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-5B4CE6F00F3F7ACE51ECD289,,,,,,99567177960,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5330364,RCOM_HORSE_5330364,CHAMPAGNE JENNI,2.6,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,2.6,,,,,,,,,,1,58.9,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,4f6581f692ae1cb7e177f14dbe69fbc8ef99cb0e69b06839189e3e1018dea42a,305da8c51c0b1880453ce77037a9d823d2726386573d8ef3f76c8e8d4c5049ad,aa4d1c40f27d8271afe04229c261afb22b6a71dca2fb200cac05ebd900624d8c,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-5741B08B50B49FB0F9AE932E,,,,,,99561449310,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5271996,RCOM_HORSE_5271996,KOROBEINIKI,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,-8.0,,,,,,,,,,1,57.5,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,e57bb07c79879fd376f61dd7395262b4788af9cb3cf656bee3fff872862f8b2f,17f78790fa9d1c497836200aa41878d648c6b1e1e71114c106fa984e957f53ab,19555fe63d1b060e56a7113ff67a5713723289b73f4490836154fa49e1eb1603,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-9CB8984DD2F4CA16E19D9FBC,,,,,,99541687050,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5333005,RCOM_HORSE_5333005,ALL BUSINESS,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,49.4,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,b2593f54914698263754a9721bc2ce933e4a4f442b9b10db9babd0a03dfd8010,32a72a84201810651a9e59336af596c4655102de9677d023bbcc7264f1b5e17c,ab7d1e5cc2d1f029cf4038be16233182c44cd2112f0478843a91d8b624029913,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-865872B431EDE76E1B47E8CF,,,,,,99559088220,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5276784,RCOM_HORSE_5276784,DANE ON TOUR,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,-8.0,,,,,,,,,,1,53.0,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,44427a05e18482022b1e467ec7df009db6b79075be180e6e1194e56073934e42,153ff0cdb02080854c891f5697cfca06809c218e8e9a8202e4bcf0e5399b8afb,b1c62dfd0fbb86febd16039f145f7ae052c271428050217ba31ee1fdf94ba7be,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-E62E8657DE0A4B332BAE2142,,,,,,99566000580,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5373129,RCOM_HORSE_5373129,TWO SIGMA (NZ),8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,50.5,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,dd796376bf0f31550d4700f12da46aa01f4526f0fdcacd4710ceba08ac95ffb8,bb826816b541048f3de871952d1eadd7cddc1f84f2ed73313c7bcf5d3f4cf8e1,44b76141d85a4e7b34a98cdd23ab4f0031d4658bc2b78f929e9a81f1923aeda5,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-A9433136EC6912115AD1456B,,,,,,99555467460,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5290200,RCOM_HORSE_5290200,WOMEN IN UNIFORM,-0.8,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,-0.8,,,,,,,,,,1,55.2,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,0d511d201ab177dc30d38d16eb6df8ec72519156a6a722bdc710ef89cc24f642,e8927bd675c93243412a3f4f6226308925ae77244f7763ea18c5f0420d64f981,b322ceef08b1dd2803259eb1e8f852d09782fd119f554788f61876649d45983e,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-D05164EA60523FD20D6561D4,,,,,,99500681310,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5312742,RCOM_HORSE_5312742,AUTO MAX,-1.8,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,-1.8,,,,,,,,,,1,50.8,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,72341bf560dca6e68a1a163e2e429c6ca47b7fe678b65f5809bc20d29b25f21d,1aea75be1b7c1d1de87b864fff11cd43726f5f3139cf80c30dd2591cadc45f10,cd2274e0781ee7379faf65ae8c822ed699874001e04b8ce9782c852903a08d4d,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-F6C803A7CD32A784DEA1B7A9,,,,,,99500687640,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5281126,RCOM_HORSE_5281126,I’M DYNAMITE,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,57.3,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,cd3a811dbe16738c5b2ec706ee10d271f714813fad8197fed0835faa1a51fdc7,fa97ef87f0c37379de9d7561a8a31e1bdb136fd885dc38671c99ea28ff303f84,9b04f03279c0393259ab28178b492e888db5127bb61f773a30992a85d269416a,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-C0B3B174EF0631BC5C712EF1,,,,,,99490350750,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5358321,RCOM_HORSE_5358321,HOT CHILLI MAMA (NZ),-1.9,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,-1.9,,,,,,,,,,1,51.6,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,21b03ff8215dfa73a9b2639ba8c56ce636e7ef434851ec6fd2a3c2a410565e98,0ac32aec0f8eb1d6cb4577f243f5756db471ad180c4c0b1d40f9edc9b0da2c75,ca68acc846187c5f75fe62477780e34525c23f007344fbde6cd8810374f22bb1,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-3AB2A10CE0734DD6A0D48CB0,,,,,,99567633720,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5341396,RCOM_HORSE_5341396,LOFTY THOUGHTS,1.4,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,1.4,,,,,,,,,,1,52.7,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,a14a2f004a87aabd80e24609701a38be1933e77374ee3effe164dbf029be1a6b,a0a02b796898a2d7a75fad49e218d8dd5074a3f8abe93093fbccfe5b7c571f59,1d699a3f15594838fe50780c0795c46764eaff98ad5cef1bfb6e5c34184a6587,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-67E3B2B58A19B728FFCE081E,,,,,,99564956130,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5354425,RCOM_HORSE_5354425,PRINCING,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,61.7,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,c57d131e08f7e91a79e8b45b099732af70429e4cb567140a2b8066b176b83f94,10ad3477c1fd2f4a3242bb7b5894cbbe58b12a94b21612e614264a0c44cc2e12,0fb0837fbd77af77d587dcdc76a46e895d4750326805f5ad378593172cb5c7e4,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-36161F309EEBE67E81F95FBD,,,,,,99569906190,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5256567,RCOM_HORSE_5256567,DELIGHTFUL JOURNEY,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,56.0,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,c8ea1588003ddf0b12b32f375e6a4d0a10e99b669d069dd4830b60f7cd638380,2b40ae303f92c3fcc43c31133aba16912517eaa1bd3878d8e1e950b818de70cd,e5cc8878cff4667b52b51adadb7eb82d42c13127d2388202b82989488bf679de,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-1936C6E5661FA382A2AAE438,,,,,,99515158020,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5331126,RCOM_HORSE_5331126,EXPRESS GUARD,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,52.0,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,11c866995917fd6f11eca6aeee6799843813c224156d23f3bc398c31e6ea1d94,a35a41454d5cd72eaf9d9bfdbad432aec2e3384330f67103129eeec16a67d507,2b9ed8ba6f6bf232c3246402c51846b1edc818ffc3cdfc24d6d22d71a74fc883,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-03120AF38214616341C18121,,,,,,99550023660,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5306049,RCOM_HORSE_5306049,ANNABELLE SUNSHINE,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,8.0,,,,,,,,,,1,62.9,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,1a7a6f4aa417156d8baf94d61d15a0af5eb2d5286bd3f32fce50bf086c6655f0,a4fcf36b510f0e98580efb133c5eb7bf46c4c024d9a015fefe25ebd90144c813,2a19c351397b1b756eac516a2966ca5a8a369ca221a444e46d69e89c9c592ebe,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
RESA-CUR-402CDDFE455E2F260F48D2D1,,,,,,99533128890,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5285875,RCOM_HORSE_5285875,ZE BEE NINE,-2.7,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,-2.7,,,,,,,,,,1,59.1,SUITABILITY_AGGREGATED,GOVERNED_SUITABILITY_AGGREGATE,7877ef5e54a25a58a441d3dc596fa846a432364c25963fb1edfa9d5be09a6fe7,19716ebb0f3cc9d7cc61dedc26f3e9ab77057a235f368cc8b1d2ada4f0c49358,a0cb0c684342b7178683f9e27a6ca791c3b09a55f2413ab3a83620d52cff1dc9,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
